Unnamed: 0,question,type,keywords
5551,나는 동물이나 식물에 관한 그림책을 즐겨 읽는다.,다중지능검사,"반응할, 안온하게, 규칙적, 타고, 있고, 진로, 통해, 사진, 자신, 세세한"
5552,나는 내 생각이나 감정을 상황에 맞게 잘 다스린다.,다중지능검사,"동정심, 중간, 그래프, 공부, 그룹, 약점, 환경, 요가, 만지거나, 신체교육"
5553,경기장에서 운동을 한다. ,진로발달검사,"글쓰기, 설정, 세계, 여기는, 오감, 크기, 분류, 만들어, 칭찬, 바둑"
5554,대인관계가 서투르며 약삭빠르지 못하다.,다요인검사,"어떻게, 친구들, 다른, 도형, 자기주도적, 신체언어, 삼단논법, 학습내용, 활동, 정서"
5555,나는 공부를 잘하는 편이다.,자기조절학습검사,"드러나지, 영화, 자전거, 적극적, 배낭여행, 형태, 도움, 연산, 디지털, 아닌지"
5556,나는 어디가면 무슨 물건을 싸게 살 수 있는지 잘 안다.,다요인검사,"형태, 자기, 삼단논법, 물리적, 코딩, 겪을, 배낭여행, 합니다, 맞게, 분류하기"
5557,나는 학교에서 배운 내용들을 잘 이해하는 편이다.,자기조절학습검사,"서핑, 보입니다, 아닌지, 연역적, 진로, 추려, 기억전략, 스노보드, 함께, 예민하고"
5558,나는 어려운 상황에 처해도 꿋꿋이 딛고 일어서는 성격이다.,자기조절학습검사,"수학, 실천전략, 내향적, 디자인, 방법, 능력, 밴다이어그램, 연역적, 범주, 해석"
5559,나는 혼자서 해결하지 못하는 문제가 나오면 선생님께 물어본다.,자기조절학습검사,"미용, 초인, 언어, 자동차, 생각, 오감, 미루지, 믿고, 드라마, 지각하는"
5560,계획을 효과적으로 달성할 수 있는 방법을 찾아본다.,자기조절학습검사,"아니며, 가기, 지식, 세세한, 글쓰기, 도움, 학습법, 순차적, 배낭여행, 보거나"
5561,나는 어디가면 무슨 물건을 싸게 살 수 있는지 잘 안다.,다요인검사,"해결하는, 받으며, 보다, 조각, 공부, 내향적, 자기존중감, 반응하는, 맞게, 관심"
5562,집 나가는 것이 무섭지 않다.,다요인검사,"시간환경관리, 사람들, 가능성, 풍부해, 곡선, 논리, 캠핑, 대처하지, 공감하면서도, 기하학적"
5563,나는 매사에 의욕이 없다.,자기조절학습검사,"야외자연활동, 릴레이, 다양한, 사람, 메타, 연극, 세계, 창의적, 곡선, 말하기"
5564,나는 어떤 친구가 도움이 필요한지 잘 알아챈다.,다중지능검사,"그림, 패션, 있어, 목표, 성실하게, 끝내지, 범주, 목표, 도표, 뷰티"
5565,나는 야외에 나가면 동물이나 식물에 관심이 많다.,다중지능검사,"음악, 조각, 헬스, 과학, 긍정적, 의견, 도움, 제시하는, 물리적, 이론"
5566,같은 조건이라면 연구직보다 판매직을 택하겠다.,다요인검사,"읽기, 중요하게, 친구들, 독서, 수학적, 관계, 자전거, 체험학습, 얼굴표정, 도표"
5567,고장 난 장난감을 고친다. ,진로발달검사,"경우일, 악기연주하기, 반응할, 창의적, 가치, 현장학습, 쓰기, 영화, 기억전략, 해내기"
5568,나는 어떤 과목보다도 수학이나 과학을 잘 한다.,다중지능검사,"흐름, 기분, 미용, 살펴볼, 편안히, 이해하기, 사랑, 발달된, 수학적, 약점"
5569,한 가지 일에 몰두하기 힘들다.,자기조절학습검사,"관심, 국내여행, 좋아하고, 쓰기, 기술, 시각, 노래하기, 그래프, 대한, 미루지"
5570,"나는 자르기, 붙이기, 그리기, 색칠하기, 만들기 등을 좋아한다.",다중지능검사,"추상적, 범주, 기하학적, 아는, 규칙적, 사용하기, 경험하기를, 스노보드, 상징, 어려움"
5571,나는 내 고민을 부모님에게 솔직히 털어놓는 편이다.  ,진로발달검사,"스피드, 규칙적, 주의, 저널, 요지, 해주는, 자료, 예민하고, 그림, 만지거나"
5572,나는 동물을 좋아한다.,다요인검사,"비언어적, 활동, 야외체험학습, 어울릴, 활용하기, 맞게, 믿고, 사교적, 편안한, 기존"
5573,나는 다른 사람들로부터 말을 잘한다는 소리를 자주 듣는다.,다중지능검사,"직접, 연역적, 불편, 방법, 기존, 크기, 해결하는, 제시하는, 보다, 정서지능"
5574,우리나라의 인구는 30명이다.,자기조절학습검사,"패턴, 축구, 차트, 아는, 겪고, 있으며, 공부, 말로, 자신, 강점"
5575,예절같은 것은 별로 신경쓰지 않는다.,다요인검사,"식물, 논리, 연역적, 끝내지, 축구, 의견, 논리, 함께, 설정, 골프"
5576,나는 컴퓨터나 전자제품 등 기계의 작동원리를 궁금해 한다.,다중지능검사,"헬스, 영화, 듣지만, 편이, 상호관계, 시각, 진로, 추상적, 중요하게, 꼼꼼하고"
5577,나는 다양한 매체를 사용하여 예술을 창조하는 것이 즐겁다.,다중지능검사,"자주, 부끄럼, 인테리어, 건강, 시관환경관리, 상징, 관찰, 어울릴, 자료, 자기주장"
5578,나는 책을 읽을 때 핵심적인 내용들을 찾아본다.,자기조절학습검사,"명랑하고, 능력, 수집, 관심, 귀납적, 메타, 삼단논법, 받으면, 그림, 듣지만"
5579,나의 공부방법이 효과적인지 생각해본다.,자기조절학습검사,"분류, 관찰, 필요, 정서조절, 활동, 뷰티, 없고, 개인사를, 지각하는, 질문전략"
5580,내 생각이 옳다고 확신되기까지는 함부로 말하지 않는다.,다요인검사,"질문전략, 때문, 깊습니다, 건강, 순차적, 요가, 살펴볼, 사랑, 동기유발, 넘칩니다"
5581,나는 내 성격이 마음에 든다.,다요인검사,"맡기는, 필요, 소리, 가려고, 등산, 가치, 도식, 불편함을, 국내여행, 듣기"
5582,나는 계획표를 짜서 그에 따라 공부하는 것이 너무 어렵다.,자기조절학습검사,"함께, 과학, 노래, 좋아합니다, 인테리어, 비판적이거나, 언어, 체험학습, 살펴볼, 동물"
5583,노는 것을 그만두고 공부를 시작하는 것이 어렵다.,자기조절학습검사,"축구, 자기, 동작, 과학적, 성향, 자전거, 구조, 정서, 작곡하는, 타고"
5584,시험 중 너무 긴장하고 당황해서 내 기량을 충분히 발휘하지 못한다.,자기조절학습검사,"배낭여행, 상징, 움직여, 미루지, 패션, 조용한, 예민하고, 믿고, 펫케어, 신체언어"
5585,친구들이 나를 따돌리거나 섭섭하게 대한 경우가 있다.,다요인검사,"좋아하고, 해석하는, 함께, 귀납적, 학습하기, 자기주도적, 야외체험학습, 중간, 연산, 집단적"
5586,나는 직업에 관한 글이나 영상을 접하면 유심히 본다.  ,진로발달검사,"도식, 건강, 반응할, 도형, 보거나, 가설설정, 전신운동기능, 있으며, 해냅니다, 창의적"
5587,다른 사람에게 성급하게 화를 내는 경우가 있다.,다요인검사,"호기심, 야외체험학습, 사진, 거부감, 비언어적, 구체적, 판단하는, 음악, 해결할, 설정"
5588,나는 예의바르고 조용하다.,다요인검사,"해결하는, 차트, 내향적, 생각하는, 생각하며, 실천전략, 언어, 골프, 상태, 받으면"
5589,공부하다 부정적 감정이 생기더라도 그 기분에 휩쓸리지 않으려 한다.,자기조절학습검사,"자주, 긴장유지, 관찰, 환경, 자주, 미술, 움직여, 의견, 해내기, 추리"
5590,사람들에게 비판을 받으면 매우 실의에 빠진다.,다요인검사,"스노보드, 관계, 공부, 먼저, 다른, 적극적, 자전거, 학습, 민감해, 상상력"
5591,"나는 계획한 공부를 다 하지 못하면 좋아하는 것(게임, TV시청 등)을 하지 않기로 다짐한다.",자기조절학습검사,"음악, 비언어적, 먼저, 대처하지, 건강, 편안한, 단서, 지각하는, 동기유발, 관계"
5592,선생님이 중요하다고 말씀하시는 것은 노트에 적어 놓는다.,자기조절학습검사,"뚜렷한, 만화, 야외자연활동, 범주, 독서, 아닙니다, 타고, 평균, 게임, 현장학습"
5593,나는 공부하다 지루해지면 다시 집중하기 어렵다.,자기조절학습검사,"조각, 구조, 에너지, 도형, 안온하게, 예민하고, 자료, 있으며, 미술, 학습하기"
5594,"식사, 수면, 운동 등을 비교적 규칙적으로 하는 편이다.",자기조절학습검사,"창의적, 예민하고, 받으면, 펫케어, 정서적, 살펴볼, 때문, 추리, 노래, 반응할"
5595,직장이나 모임에서 곧잘 간부로 뽑히는 편이다.,다요인검사,"구체적, 나타나는, 기술, 말하기, 악기연주하기, 뚜렷한, 순차적, 공부, 아닙니다, 사진"
5596,두고두고 생각하고 준비했던 일도 막상 시작하려면 자신이 없어진다.,다요인검사,"학문, 인내심, 가능성, 경험하기를, 해결할, 지식, 아닌지, 어려울, 국내여행, 일반적"
5597,항상 다른 사람의 입장을 배려하는 편이다.,다요인검사,"배낭여행, 공감하면서도, 도움, 내고, 봉사, 사고, 배낭여행, 어려울, 보거나, 내용"
5598,무슨일을 할 때 여러 사람이 모여서 하기보다 차라리 혼자서 하겠다.,다요인검사,"릴레이, 민감해, 상상력, 공예, 기분, 안온하게, 강점, 동물, 타고, 운동"
5599,나는 우울한 기분이 들면 즐거워지기 위한 나만의 방법을 사용한다.,다중지능검사,"통해, 해주는, 여기는, 기존, 동물, 자동차, 활용하기, 아닌지, 세세한, 경험하기를"
5600,사람이 많이 모인 곳에서는 주눅이 든다.,다요인검사,"상태, 보거나, 목표, 기하학적, 흐름, 깊게, 스노보드, 어려움, 글쓰기, 의견"
5601,나는 어려움을 잘 견디는 사람이라고 생각한다.,자기조절학습검사,"소리, 야외체험학습, 펫케어, 받으면, 진로, 디지털, 공감하면서도, 아는, 탐색하는, 펫케어"
5602,연구결과를 소개하는 글을 쓴다. ,진로발달검사,"느낄, 요리, 자주, 안정적, 작은, 안정상, 위해, 조각, 타고, 시를"
5603,우리나라의 인구는 세 명이다.,자기조절학습검사,"정서지능, 오감, 연역적, 능력, 협동적, 기하학적, 인식, 학습하기, 넘칩니다, 삼단논법"
5604,시험이 공지되면 공부 계획표를 작성해 본다.,자기조절학습검사,"연역적, 언어, 받으면, 목표, 뚜렷한, 논리적, 자연학습, 야외체험학습, 공감하면서도, 세세한"
5605,지루함,자기조절학습검사,"정서지능, 패턴, 인내심, 스터디, 적극적, 귀납적, 뷰티, 삼단논법, 대화, 드라마"
5606,나는 존재감이 없다.,자기조절학습검사,"사고, 집단적, 게임, 자주, 사고, 지각하는, 비언어적, 자기주장, 먼저, 수집"
5607,공부할 내용이 많다고 느껴질 때도 긍정적으로 생각해보려 노력한다.,자기조절학습검사,"안온하게, 만들어, 밴다이어그램, 얼굴표정, 사람, 연극, 작은, 얼굴표정, 리더십, 댄스"
5608,나는 존재감이 없다.,자기조절학습검사,"삼단논법, 해주는, 안정적, 시간환경관리, 연산, 분류, 먼저, 음악, 지식, 대화"
5609,결정할 일이 있을 때 주변에 도와주는 사람이 별로 없다. ,진로발달검사,"인내심, 학습, 좋아하고, 배낭여행, 자료, 학습, 성향, 공감하면서도, 긴장유지, 유형화"
5610,나는 우울한 기분이 들면 즐거워지기 위한 나만의 방법을 사용한다.,다중지능검사,"부끄럼, 직접, 느낄, 대한, 일상생활, 겪을, 활동, 방법, 추려, 제시하는"
5611,나는 다른 사람이 이야기하는 것의 요점을 잘 파악한다.,다중지능검사,"편안한, 관습적, 다양한, 여기는, 축구, 사랑, 경우일, 디자인, 받으며, 움직여"
5612,나보다 더 좋은 성적을 받을 친구들의 얼굴을 생각해 본다.,자기조절학습검사,"거부감, 건강, 신체, 리더십, 사용하기, 적응하고, 귀납적, 상황, 물리적, 형태"
5613,작곡가 : 음악을 연주하고 감상하기 위한 악보를 만드는 사람 ,진로발달검사,"흐름, 이해, 있어, 축구, 유형화, 자신, 내고, 드러나지, 받아들이기, 말하기"
5614,나는 내 방이나 물건을 재미있고 예쁘게 꾸민다.,다중지능검사,"동기유발, 펫케어, 상징, 드러나지, 요가, 정서적, 말하기, 자동차, 말하기, 상징"
5615,공부가 잘 되지 않을 때 열심히 해서 성적을 잘 받았던 때를 떠올려본다.,자기조절학습검사,"학습내용, 관계, 가기, 그림, 스피드, 않는, 미용, 일상생활, 정서적, 많고"
5616,경기장에서 운동을 한다. ,진로발달검사,"쓰기, 불편, 기능, 배낭여행, 학습, 사진, 어울릴, 예민하고, 크기, 가던"
5617,나는 시험지를 보면 알던 것도 생각이 잘 나지 않는다.,자기조절학습검사,"비언어적, 활동, 패션, 숫자, 그림, 살펴볼, 있어, 신체교육, 만지거나, 넘칩니다"
5618,"나는 집에서 양파나 꽃 기르기, 곤충 기르기, 애완견 기르기 등과 같이 무엇인가를 기르고 있다.",다중지능검사,"해외여행, 적극적, 말하기, 릴레이, 분류, 사랑, 규칙적, 구체적, 얼굴표정, 긴장유지"
5619,부담감,자기조절학습검사,"동물, 논리, 시간환경관리, 분류하기, 경험들, 많은, 조각, 형태, 기능, 함께"
5620,기대감,자기조절학습검사,"삼단논법, 풍부해, 야외체험학습, 받아들이기, 아닌지, 미용, 공예, 외국어, 통해, 자기존중감"
5621,예절같은 것은 별로 신경쓰지 않는다.,다요인검사,"관심, 해외여행, 조용한, 서핑, 경험하기를, 시각, 소리, 기분, 그룹, 자연학습"
5622,나는 어떻게 하면 즐겁게 공부할 수 있는지 방법을 생각해 본다.,자기조절학습검사,"경우일, 미술, 적극적, 공부, 위해, 때문, 과학적, 드라마, 추려, 독서"
5623,나는 내가 어떤 것에 대해서 굳게 믿을 때는 그것을 위해서 최선의 노력을 다한다.,다중지능검사,"보다, 그래프, 미용, 가설설정, 있음에도, 다시, 학습내용, 시각, 단서, 관찰"
5624,해야 할 공부를 다 끝내고 만족하는 내 모습을 상상해 본다.,자기조절학습검사,"상상력, 없으나, 사랑, 귀납적, 글쓰기, 글쓰기, 동정심, 반응할, 작곡하는, 운동"
